protein1,protein2,tm_score,sequence_divergence,patristic_distance,protein1_cluster,protein2_cluster,cluster_key
P005085005289_Drosophila_mojavensis_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.87427,0.6582278481012658,1.909016974,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.93593,0.4481327800829875,0.8782655960000001,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.85892,0.6582278481012658,1.881909535,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.84777,0.6540084388185654,2.0179882620000003,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.87599,0.6708860759493671,2.021140232,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.89508,0.4605809128630705,1.032273251,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.83965,0.6666666666666667,1.997602005,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.92644,0.4688796680497925,1.01829467,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.88639,0.6638655462184874,2.017646011,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.855,0.4507042253521126,1.123046593,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.86745,0.4915966386554622,1.142709319,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.9199,0.4481327800829875,0.903150614,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.88667,0.6485355648535565,1.812285051,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005085005289_Drosophila_mojavensis_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.88951,0.6624472573839663,1.894868537,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.87264,0.6764705882352942,2.013358922,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.90035,0.4647302904564315,1.015162114,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.88381,0.4730290456431535,1.022470466,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.88297,0.6764705882352942,2.0336687,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.8661,0.6680672268907564,2.025113092,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.89109,0.4730290456431535,1.020316402,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.87512,0.6708860759493671,2.00941919,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.89213,0.4605809128630705,1.020433949,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.86238,0.6652542372881356,2.057688329,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.94276,0.2448132780082987,0.343599,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.92185,0.3666666666666667,0.591856105,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005085005289_Drosophila_mojavensis_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.85559,0.6540084388185654,1.974549409,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005085005289_Drosophila_mojavensis_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.93076,0.4688796680497925,1.022186039,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005086002813_Drosophila_navojoa_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.84747,0.7591836734693878,2.510945688,Cluster_2,Cluster_4,Cluster_2_Cluster_4
P005086002813_Drosophila_navojoa_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.86487,0.6900826446280992,2.059794454,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.84908,0.7136929460580913,2.263793367,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.92123,0.156,0.175146374,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.86746,0.6859504132231404,2.522481648,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.86324,0.728744939271255,2.158981455,Cluster_2,Cluster_3,Cluster_2_Cluster_3
P005086002813_Drosophila_navojoa_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.91955,0.2048192771084337,0.363839984,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.90858,0.0355731225296442,0.036801361,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.78989,0.6548672566371682,2.050584642,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.89332,0.1887550200803213,0.387955929,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.85112,0.7066115702479339,2.622206572,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.90551,0.2088353413654619,0.356497134,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.86127,0.6900826446280992,2.557210562,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.83324,0.6844444444444444,2.709886347,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.89472,0.1967871485943775,0.296735474,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.88913,0.1061946902654867,0.181520739,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.83272,0.6991150442477876,2.1421979600000003,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.89436,0.2128514056224899,0.367208434,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.86067,0.6942148760330579,2.556164561,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.83969,0.6942148760330579,2.574253391,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.86598,0.6900826446280992,2.594534129,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.89072,0.1967871485943775,0.341179482,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005075007245_Drosophila_ficusphila_part1_of1,0.90322,0.2168674698795181,0.393154565,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005076010725_Drosophila_grimshawi_part1_of1,0.77861,0.7068965517241379,2.380745355,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.90433,0.1451612903225806,0.195120526,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.85926,0.6887966804979253,2.172648328,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.85592,0.7231404958677685,2.48237632,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.85076,0.7231404958677685,2.48237632,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.9043,0.2289156626506023,0.355003586,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.85967,0.6790123456790124,2.129325127,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.90261,0.0790513833992094,0.081386892,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.84666,0.6970954356846473,2.347369395,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.90414,0.14,0.17204818,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.8164,0.6798245614035088,2.0496646480000003,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.88847,0.2128514056224899,0.370265117,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.83891,0.7155555555555555,2.630789746,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.85253,0.7056277056277056,2.712143465,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.90209,0.2008032128514056,0.29939316,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.75331,0.7115384615384616,2.804117998,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.84672,0.7012448132780082,2.677827932,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005081004694_Drosophila_kikkawai_part1_of1,0.86823,0.7148760330578512,2.779014281,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005082012188_Drosophila_mauritiana_part1_of1,0.90455,0.2048192771084337,0.357754857,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.86162,0.6942148760330579,2.560152738,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.8933,0.2048192771084337,0.36163,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.86105,0.6900826446280992,2.55817903,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.86244,0.7231404958677685,2.418211574,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.89685,0.2289156626506023,0.323857968,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005085005288_Drosophila_mojavensis_part1_of1,0.93873,0.0355731225296442,0.0426496029999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005085005289_Drosophila_mojavensis_part1_of1,0.8209,0.673728813559322,2.099364507,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005086003013_Drosophila_navojoa_part1_of1,0.86309,0.6680497925311204,2.0621011090000003,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005087007713_Drosophila_novamexicana_part1_of1,0.85284,0.6887966804979253,2.16929406,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005087007760_Drosophila_novamexicana_part1_of1,0.89088,0.124,0.144815112,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.85786,0.6680497925311204,2.057783241,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.86699,0.6983471074380165,2.466362365,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.85305,0.7020408163265306,2.089238956,Cluster_2,Cluster_3,Cluster_2_Cluster_3
P005086002813_Drosophila_navojoa_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.90647,0.2289156626506023,0.350965407,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.86012,0.7231404958677685,2.414258587,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.90277,0.2289156626506023,0.323857968,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.9032,0.2048192771084337,0.382045921,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.89412,0.2168674698795181,0.385197891,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.85271,0.6983471074380165,2.568266242,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.90153,0.2128514056224899,0.361659664,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.8585,0.6900826446280992,2.554287661,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.89121,0.2369477911646585,0.38170367,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.80033,0.7110091743119267,2.659039584,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.84065,0.7071129707112971,2.67870231,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.86223,0.7231404958677685,2.439143605,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.86891,0.6938775510204082,2.059449058,Cluster_2,Cluster_3,Cluster_2_Cluster_3
P005086002813_Drosophila_navojoa_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.89525,0.2289156626506023,0.33681697,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.89706,0.2048192771084337,0.377416581,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.85547,0.7066115702479339,2.551155105,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.85696,0.7107438016528926,2.558463457,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.887,0.2168674698795181,0.397726359,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.88305,0.2329317269076305,0.389170751,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.85486,0.7024793388429752,2.556309393,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.8938,0.2128514056224899,0.373476849,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.85394,0.6859504132231404,2.55642694,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.91038,0.124,0.144815112,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.86007,0.6721991701244814,2.0845191990000003,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.85132,0.691358024691358,2.279929804,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.90578,0.1566265060240963,0.2317850759999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005086002813_Drosophila_navojoa_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.86294,0.6900826446280992,2.55817903,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005086003013_Drosophila_navojoa_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.90576,0.7836734693877551,2.756872679,Cluster_1,Cluster_4,Cluster_1_Cluster_4
P005086003013_Drosophila_navojoa_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.95203,0.2764227642276422,0.400743963,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005086003013_Drosophila_navojoa_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.92414,0.4471544715447154,0.854489152,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005086003013_Drosophila_navojoa_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.88689,0.6348547717842323,2.000482831,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005086003013_Drosophila_navojoa_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.91899,0.467479674796748,0.949225259,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005086003013_Drosophila_navojoa_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.90181,0.6707317073170731,1.87455405,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005086003013_Drosophila_navojoa_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.90297,0.6487603305785123,1.962518927,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005086003013_Drosophila_navojoa_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.89351,0.6721991701244814,2.071157656,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005086003013_Drosophila_navojoa_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.86654,0.0649350649350649,0.065729237,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005086003013_Drosophila_navojoa_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.89351,0.6694214876033058,1.986634872,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005086003013_Drosophila_navojoa_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.89469,0.4430894308943089,1.048950183,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005086003013_Drosophila_navojoa_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.88346,0.6487603305785123,1.955176077,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005086003013_Drosophila_navojoa_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.9045,0.4756097560975609,0.983954173,Cluster_1,Cluster_1,Cluster_1_Cluster_1
